pth,label
neutral/ffhq_5580.png,contempt
surprise/image0027199.jpg,fear
happy/ffhq_2364.png,disgust
anger/image0012281.jpg,anger
surprise/image0034204.jpg,surprise
happy/ffhq_3495.png,happy
happy/ffhq_4081.png,happy
anger/image0027515.jpg,disgust
happy/ffhq_4540.png,happy
happy/ffhq_3651.png,happy
surprise/image0023632.jpg,neutral
happy/ffhq_4334.png,happy
disgust/image0042473.jpg,disgust
sad/image0017235.jpg,anger
contempt/image0040223.jpg,contempt
fear/image0035372.jpg,fear
sad/image0012885.jpg,anger
happy/ffhq_244.png,happy
disgust/image0041715.jpg,happy
anger/image0014344.jpg,anger
happy/ffhq_895.png,happy
fear/image0024461.jpg,anger
surprise/image0004844.jpg,disgust
neutral/ffhq_2036.png,neutral
sad/image0029233.jpg,sad
happy/ffhq_2720.png,happy
surprise/image0024019.jpg,surprise
contempt/image0041048.jpg,anger
happy/ffhq_884.png,happy
neutral/ffhq_5267.png,disgust
neutral/ffhq_1576.png,neutral
fear/image0039588.jpg,disgust
contempt/image0031380.jpg,contempt
surprise/image0023227.jpg,contempt
sad/image0025050.jpg,disgust
sad/image0013697.jpg,anger
disgust/image0035952.jpg,happy
anger/image0013345.jpg,anger
disgust/image0038792.jpg,disgust
sad/image0024805.jpg,neutral
happy/ffhq_4465.png,contempt
anger/image0006360.jpg,sad
happy/ffhq_3444.png,happy
happy/ffhq_3243.png,disgust
surprise/image0033729.jpg,surprise
fear/image0032701.jpg,fear
disgust/image0035778.jpg,sad
happy/ffhq_3827.png,happy
happy/ffhq_1914.png,disgust
happy/ffhq_2004.png,happy
disgust/image0023454.jpg,disgust
happy/ffhq_558.png,happy
anger/image0025856.jpg,neutral
surprise/image0023486.jpg,surprise
neutral/ffhq_1078.png,neutral
neutral/ffhq_328.png,surprise
contempt/image0037194.jpg,contempt
contempt/image0018812.jpg,contempt
surprise/image0032156.jpg,surprise
contempt/image0037104.jpg,contempt
contempt/image0032080.jpg,contempt
anger/image0026717.jpg,anger
sad/image0017471.jpg,sad
neutral/ffhq_4095.png,surprise
anger/image0028267.jpg,fear
happy/ffhq_4644.png,happy
contempt/image0040799.jpg,contempt
fear/image0040620.jpg,surprise
sad/image0016607.jpg,sad
surprise/image0027056.jpg,surprise
sad/image0026384.jpg,sad
happy/ffhq_3807.png,happy
disgust/image0042336.jpg,disgust
fear/image0024849.jpg,surprise
sad/image0023098.jpg,sad
anger/image0021121.jpg,fear
contempt/image0031575.jpg,contempt
happy/ffhq_1818.png,contempt
happy/ffhq_1167.png,happy
anger/image0018244.jpg,anger
surprise/ffhq_63.png,surprise
surprise/image0021120.jpg,surprise
sad/image0016909.jpg,sad
neutral/ffhq_5522.png,sad
neutral/ffhq_3961.png,anger
contempt/image0033820.jpg,contempt
happy/ffhq_894.png,surprise
happy/ffhq_2488.png,surprise
anger/image0008771.jpg,anger
neutral/ffhq_4441.png,surprise
happy/ffhq_3289.png,happy
neutral/ffhq_4215.png,anger
neutral/ffhq_634.png,sad
contempt/image0037428.jpg,contempt
happy/ffhq_2649.png,happy
disgust/image0042247.jpg,disgust
contempt/image0041328.jpg,anger
happy/ffhq_1048.png,contempt
contempt/ffhq_96.png,anger
disgust/image0038240.jpg,disgust
neutral/ffhq_862.png,neutral
sad/image0007591.jpg,sad
neutral/ffhq_2146.png,contempt
disgust/image0026205.jpg,sad
sad/image0030383.jpg,contempt
happy/ffhq_1591.png,happy
anger/image0028859.jpg,anger
disgust/image0034119.jpg,sad
contempt/ffhq_90.png,disgust
sad/image0022374.jpg,sad
happy/ffhq_3028.png,contempt
contempt/ffhq_6.png,disgust
happy/ffhq_3775.png,contempt
neutral/ffhq_2748.png,contempt
fear/image0019375.jpg,fear
happy/ffhq_3467.png,happy
happy/ffhq_3481.png,happy
happy/ffhq_2947.png,happy
neutral/ffhq_4163.png,neutral
surprise/image0031870.jpg,fear
sad/image0030137.jpg,neutral
happy/ffhq_2816.png,disgust
neutral/ffhq_5347.png,neutral
surprise/image0019356.jpg,surprise
surprise/image0033430.jpg,surprise
surprise/image0031481.jpg,surprise
happy/ffhq_1627.png,happy
neutral/ffhq_1663.png,sad
neutral/ffhq_2784.png,contempt
neutral/ffhq_833.png,neutral
surprise/image0034655.jpg,fear
happy/ffhq_1372.png,happy
happy/ffhq_2883.png,happy
neutral/ffhq_2860.png,disgust
surprise/ffhq_559.png,surprise
anger/image0014033.jpg,anger
neutral/ffhq_4718.png,contempt
neutral/ffhq_1594.png,neutral
contempt/image0036326.jpg,happy
neutral/ffhq_2548.png,happy
anger/image0019182.jpg,neutral
surprise/image0015779.jpg,neutral
neutral/ffhq_1526.png,surprise
surprise/image0000826.jpg,surprise
happy/ffhq_1997.png,happy
fear/image0028323.jpg,fear
fear/image0032846.jpg,surprise
neutral/image0016706.jpg,contempt
disgust/image0017715.jpg,disgust
fear/image0031848.jpg,fear
disgust/image0017413.jpg,disgust
fear/image0038496.jpg,fear
anger/image0028229.jpg,anger
neutral/ffhq_5038.png,neutral
sad/image0028896.jpg,disgust
surprise/image0012493.jpg,surprise
fear/image0029038.jpg,fear
happy/ffhq_1862.png,happy
neutral/ffhq_1408.png,disgust
surprise/image0026791.jpg,surprise
fear/image0035688.jpg,fear
anger/image0024975.jpg,disgust
neutral/image0022736.jpg,fear
surprise/image0033092.jpg,surprise
neutral/ffhq_144.png,neutral
neutral/ffhq_956.png,surprise
sad/image0018120.jpg,sad
anger/image0011831.jpg,anger
neutral/ffhq_5452.png,neutral
neutral/ffhq_5058.png,contempt
surprise/image0008412.jpg,neutral
happy/ffhq_3841.png,happy
happy/ffhq_2890.png,happy
contempt/image0020708.jpg,contempt
happy/ffhq_120.png,happy
fear/image0038603.jpg,fear
neutral/ffhq_3960.png,sad
surprise/image0018473.jpg,surprise
neutral/ffhq_4067.png,disgust
neutral/ffhq_5415.png,contempt
neutral/ffhq_1385.png,neutral
sad/image0018153.jpg,sad
surprise/image0011146.jpg,surprise
disgust/image0033233.jpg,fear
contempt/image0039658.jpg,contempt
fear/image0039537.jpg,surprise
surprise/image0017607.jpg,surprise
sad/image0018502.jpg,anger
surprise/image0027292.jpg,fear
neutral/ffhq_1272.png,neutral
fear/image0035776.jpg,anger
happy/ffhq_2653.png,happy
neutral/ffhq_5534.png,anger
happy/ffhq_405.png,happy
neutral/ffhq_1061.png,neutral
happy/ffhq_2887.png,happy
sad/image0007568.jpg,fear
sad/image0005705.jpg,sad
fear/image0032501.jpg,surprise
disgust/image0041589.jpg,anger
happy/ffhq_1938.png,happy
disgust/image0040077.jpg,disgust
neutral/ffhq_2238.png,sad
fear/image0018038.jpg,fear
neutral/ffhq_2759.png,sad
anger/image0022103.jpg,contempt
surprise/image0034152.jpg,surprise
fear/image0039490.jpg,sad
sad/image0022119.jpg,sad
surprise/image0003418.jpg,fear
fear/image0030792.jpg,fear
neutral/ffhq_839.png,neutral
happy/ffhq_4011.png,happy
contempt/image0039683.jpg,contempt
contempt/image0035671.jpg,contempt
neutral/ffhq_585.png,contempt
happy/ffhq_475.png,happy
surprise/image0022776.jpg,surprise
fear/image0034319.jpg,sad
surprise/image0021779.jpg,surprise
disgust/image0022497.jpg,disgust
contempt/image0036642.jpg,disgust
sad/image0018823.jpg,surprise
sad/image0027309.jpg,sad
happy/ffhq_1893.png,happy
neutral/ffhq_687.png,anger
disgust/image0031625.jpg,disgust
neutral/ffhq_5582.png,surprise
fear/image0036645.jpg,fear
surprise/image0004829.jpg,surprise
sad/image0021260.jpg,sad
sad/image0023223.jpg,sad
contempt/image0041020.jpg,surprise
sad/image0026537.jpg,sad
neutral/ffhq_1866.png,disgust
contempt/image0039201.jpg,neutral
contempt/image0031798.jpg,happy
contempt/image0035936.jpg,contempt
disgust/image0035815.jpg,anger
anger/image0026681.jpg,disgust
contempt/image0037163.jpg,contempt
sad/image0014327.jpg,sad
neutral/ffhq_1080.png,anger
fear/image0039220.jpg,fear
anger/image0010268.jpg,anger
fear/image0034475.jpg,fear
disgust/image0041694.jpg,disgust
anger/image0030574.jpg,anger
surprise/image0024151.jpg,fear
happy/ffhq_2183.png,happy
neutral/ffhq_4690.png,anger
surprise/ffhq_165.png,surprise
neutral/ffhq_2462.png,contempt
anger/image0011097.jpg,anger
fear/image0019691.jpg,fear
fear/image0034575.jpg,disgust
fear/image0030930.jpg,fear
fear/image0040127.jpg,fear
disgust/image0042097.jpg,disgust
fear/image0035085.jpg,fear
surprise/image0025646.jpg,fear
happy/ffhq_2057.png,happy
anger/image0017583.jpg,anger
disgust/image0039069.jpg,disgust
sad/image0020478.jpg,sad
sad/image0023573.jpg,sad
contempt/image0026047.jpg,contempt
disgust/image0041745.jpg,disgust
contempt/image0037374.jpg,contempt
neutral/ffhq_1919.png,neutral
happy/ffhq_3363.png,happy
contempt/image0041245.jpg,contempt
sad/image0026119.jpg,anger
surprise/image0028847.jpg,fear
anger/image0027335.jpg,surprise
contempt/image0042359.jpg,contempt
anger/image0004845.jpg,anger
contempt/image0038008.jpg,contempt
happy/ffhq_4801.png,happy
neutral/ffhq_2566.png,disgust
sad/image0015667.jpg,sad
fear/image0036017.jpg,fear
anger/image0014896.jpg,anger
happy/ffhq_4766.png,happy
surprise/image0013422.jpg,neutral
neutral/ffhq_2644.png,neutral
happy/ffhq_3716.png,surprise
neutral/ffhq_2889.png,neutral
surprise/ffhq_451.png,surprise
surprise/image0033957.jpg,surprise
neutral/ffhq_4957.png,anger
sad/image0025861.jpg,surprise
neutral/ffhq_4486.png,surprise
neutral/ffhq_1158.png,contempt
anger/image0027038.jpg,anger
fear/image0027551.jpg,fear
fear/image0038064.jpg,disgust
happy/ffhq_738.png,happy
sad/image0010411.jpg,anger
happy/ffhq_4810.png,happy
disgust/image0033512.jpg,disgust
fear/image0037657.jpg,fear
fear/image0035802.jpg,surprise
fear/image0040305.jpg,fear
contempt/image0039879.jpg,contempt
happy/ffhq_4849.png,disgust
happy/ffhq_3301.png,happy
happy/ffhq_856.png,happy
contempt/image0006995.jpg,anger
fear/image0027753.jpg,fear
fear/image0017695.jpg,fear
disgust/image0035395.jpg,disgust
disgust/image0018174.jpg,disgust
neutral/ffhq_4834.png,sad
disgust/image0042331.jpg,disgust
happy/ffhq_552.png,happy
fear/image0036532.jpg,sad
sad/image0021845.jpg,sad
fear/image0034236.jpg,fear
happy/ffhq_2243.png,happy
surprise/image0013339.jpg,surprise
fear/image0038332.jpg,fear
sad/image0026429.jpg,anger
sad/image0022457.jpg,sad
surprise/ffhq_92.png,surprise
neutral/ffhq_5427.png,contempt
contempt/image0029180.jpg,contempt
anger/image0010657.jpg,neutral
neutral/ffhq_4408.png,anger
neutral/ffhq_2940.png,contempt
contempt/image0038011.jpg,disgust
surprise/ffhq_335.png,surprise
contempt/image0038153.jpg,happy
sad/image0017734.jpg,sad
surprise/ffhq_518.png,surprise
neutral/ffhq_407.png,neutral
contempt/image0038948.jpg,happy
sad/image0021761.jpg,fear
anger/image0019929.jpg,anger
fear/image0040157.jpg,fear
surprise/image0033187.jpg,neutral
fear/image0034652.jpg,fear
surprise/image0031814.jpg,surprise
contempt/image0038222.jpg,contempt
neutral/ffhq_4377.png,neutral
disgust/image0031244.jpg,disgust
surprise/image0013490.jpg,surprise
fear/image0033980.jpg,surprise
fear/image0011181.jpg,fear
happy/ffhq_4731.png,happy
anger/image0024728.jpg,sad
fear/image0040221.jpg,fear
neutral/ffhq_5276.png,neutral
happy/ffhq_2605.png,happy
surprise/image0011511.jpg,surprise
neutral/ffhq_624.png,surprise
happy/ffhq_2920.png,happy
neutral/ffhq_5014.png,neutral
fear/image0040339.jpg,fear
happy/ffhq_4100.png,happy
neutral/ffhq_4006.png,neutral
contempt/image0001680.jpg,contempt
fear/image0033700.jpg,sad
contempt/image0035808.jpg,contempt
anger/image0019044.jpg,anger
sad/image0027389.jpg,sad
surprise/image0032263.jpg,neutral
